 Pharmacy:13121128,\Pharmacy\13121128\,"caffeine/pheniramine/PE/Na citrate ,sali",1/1/2010,1/1/2010,1/1/2010,Pharmacy,31,UN
 Pharmacy:13121133,\Pharmacy\13121133\,chlorpheniramine/methscopolamine/PE,1/1/2010,1/1/2010,1/1/2010,Pharmacy,32,UN
 Pharmacy:13121176,\Pharmacy\13121176\,homatropine-hydrocodone,1/1/2010,1/1/2010,1/1/2010,Pharmacy,33,UN
 Pharmacy:13121189,\Pharmacy\13121189\,codeine-pseudoephedrine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,34,UN
 Pharmacy:13121200,\Pharmacy\13121200\,APAP/dextromethorphan/pseudoephedrine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,35,UN
 Pharmacy:13121234,\Pharmacy\13121234\,APAP/caffeine/CPM/hydrocodone/PE,1/1/2010,1/1/2010,1/1/2010,Pharmacy,36,UN
 Pharmacy:13121239,\Pharmacy\13121239\,APAP/chlorpheniramine/dextromethorphan/P,1/1/2010,1/1/2010,1/1/2010,Pharmacy,37,UN
 Pharmacy:13121287,\Pharmacy\13121287\,APAP/dextromethorphan/doxylamine/PSE,1/1/2010,1/1/2010,1/1/2010,Pharmacy,38,UN
 Pharmacy:13121310,\Pharmacy\13121310\,hydrocodone-pseudoephedrine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,39,UN
 Pharmacy:13121326,\Pharmacy\13121326\,dextromethorphan-pseudoephedrine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,40,UN
 Pharmacy:13121360,\Pharmacy\13121360\,dextromethorphan-phenylpropanolamine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,41,UN
 Pharmacy:13121365,\Pharmacy\13121365\,chlorpheniramine-hydrocodone,1/1/2010,1/1/2010,1/1/2010,Pharmacy,42,UN
 Pharmacy:13121374,\Pharmacy\13121374\,codeine-promethazine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,43,UN
 Pharmacy:13121377,\Pharmacy\13121377\,chlorpheniramine-dextromethorphan,1/1/2010,1/1/2010,1/1/2010,Pharmacy,44,UN
 Pharmacy:13121392,\Pharmacy\13121392\,dextromethorphan-promethazine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,45,UN
 Pharmacy:13121395,\Pharmacy\13121395\,chlorpheniramine/hydrocodone/phenylephri,1/1/2010,1/1/2010,1/1/2010,Pharmacy,46,UN
 Pharmacy:13121470,\Pharmacy\13121470\,chlorpheniramine/codeine/pseudoephedrine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,47,UN
 Pharmacy:13121487,\Pharmacy\13121487\,codeine/pseudoephedrine/triprolidine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,48,UN
 Pharmacy:13121492,\Pharmacy\13121492\,codeine/phenylephrine/promethazine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,49,UN
 Pharmacy:13121495,\Pharmacy\13121495\,codeine/phenylephrine/pyrilamine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,50,UN
 Pharmacy:13121500,\Pharmacy\13121500\,hydrocodone/phenylephrine/pyrilamine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,51,UN
 Pharmacy:13121517,\Pharmacy\13121517\,brompheniramine/dextromethorphan/PSE,1/1/2010,1/1/2010,1/1/2010,Pharmacy,52,UN
 Pharmacy:13121542,\Pharmacy\13121542\,chlorpheniramine/DM/phenylephrine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,53,UN
 Pharmacy:13121557,\Pharmacy\13121557\,chlorpheniramine/dextromethorphan/PSE,1/1/2010,1/1/2010,1/1/2010,Pharmacy,54,UN
 Pharmacy:13121599,\Pharmacy\13121599\,dextromethorphan/phenylephrine/pyrilamin,1/1/2010,1/1/2010,1/1/2010,Pharmacy,55,UN
 Pharmacy:13121613,\Pharmacy\13121613\,guaifenesin-pseudoephedrine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,56,UN
 Pharmacy:13121777,\Pharmacy\13121777\,ephedrine-guaifenesin,1/1/2010,1/1/2010,1/1/2010,Pharmacy,57,UN
 Pharmacy:13121788,\Pharmacy\13121788\,guaifenesin-phenylephrine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,58,UN
 Pharmacy:13120550,\Pharmacy\13120550\,hydrochlorothiazide-methyldopa,1/1/2010,1/1/2010,1/1/2010,Pharmacy,59,UN
 Pharmacy:13120558,\Pharmacy\13120558\,hydrochlorothiazide-metoprolol,1/1/2010,1/1/2010,1/1/2010,Pharmacy,60,UN
 Pharmacy:13120566,\Pharmacy\13120566\,benazepril-hydrochlorothiazide,1/1/2010,1/1/2010,1/1/2010,Pharmacy,61,UN
 Pharmacy:13120576,\Pharmacy\13120576\,hydrochlorothiazide-lisinopril,1/1/2010,1/1/2010,1/1/2010,Pharmacy,62,UN
 Pharmacy:13120587,\Pharmacy\13120587\,chlorthalidone-clonidine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,63,UN
 Pharmacy:13120595,\Pharmacy\13120595\,polythiazide-prazosin,1/1/2010,1/1/2010,1/1/2010,Pharmacy,64,UN
 Pharmacy:13120603,\Pharmacy\13120603\,naphazoline/phenylephrine/pyrilamine nas,1/1/2010,1/1/2010,1/1/2010,Pharmacy,65,UN
 Pharmacy:13120608,\Pharmacy\13120608\,guaifenesin-theophylline,1/1/2010,1/1/2010,1/1/2010,Pharmacy,66,UN
 Pharmacy:13120617,\Pharmacy\13120617\,dyphylline-guaifenesin,1/1/2010,1/1/2010,1/1/2010,Pharmacy,67,UN
 Pharmacy:13120649,\Pharmacy\13120649\,potassium iodide-theophylline,1/1/2010,1/1/2010,1/1/2010,Pharmacy,68,UN
 Pharmacy:13120655,\Pharmacy\13120655\,acetaminophen-pseudoephedrine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,69,UN
 Pharmacy:13120699,\Pharmacy\13120699\,ibuprofen-pseudoephedrine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,70,UN
 Pharmacy:13120719,\Pharmacy\13120719\,acetaminophen-chlorpheniramine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,71,UN
 Pharmacy:13120724,\Pharmacy\13120724\,acetaminophen-phenyltoloxamine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,72,UN
 Pharmacy:13120744,\Pharmacy\13120744\,chlorpheniramine-pseudoephedrine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,73,UN
 Pharmacy:13120829,\Pharmacy\13120829\,chlorpheniramine-phenylephrine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,74,UN
 Pharmacy:13120847,\Pharmacy\13120847\,brompheniramine-pseudoephedrine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,75,UN
 Pharmacy:13120908,\Pharmacy\13120908\,azatadine-pseudoephedrine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,76,UN
 Pharmacy:13120910,\Pharmacy\13120910\,chlorpheniramine/PE/phenyltoloxamine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,77,UN
 Pharmacy:13120925,\Pharmacy\13120925\,brompheniramine-phenylephrine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,78,UN
 Pharmacy:13120934,\Pharmacy\13120934\,diphenhydramine-pseudoephedrine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,79,UN
 Pharmacy:13120952,\Pharmacy\13120952\,chlorpheniramine/phenylephrine/pyrilamin,1/1/2010,1/1/2010,1/1/2010,Pharmacy,80,UN
 Pharmacy:13120987,\Pharmacy\13120987\,pseudoephedrine-triprolidine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,81,UN
 Pharmacy:13121032,\Pharmacy\13121032\,phenylephrine-promethazine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,82,UN
 Pharmacy:13121038,\Pharmacy\13121038\,APAP/chlorpheniramine/pseudoephedrine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,83,UN
 Pharmacy:13121100,\Pharmacy\13121100\,APAP/brompheniramine/pseudoephedrine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,84,UN
 Pharmacy:13121108,\Pharmacy\13121108\,APAP/pseudoephedrine/triprolidine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,85,UN
 Pharmacy:13121110,\Pharmacy\13121110\,APAP/chlorpheniramine/phenylephrine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,86,UN
 Pharmacy:13121123,\Pharmacy\13121123\,APAP/CPM/phenylephrine/salicylamide,1/1/2010,1/1/2010,1/1/2010,Pharmacy,87,UN
 Pharmacy:13120199,\Pharmacy\13120199\,ciprofloxacin ophthalmic,1/1/2010,1/1/2010,1/1/2010,Pharmacy,88,UN
 Pharmacy:13120205,\Pharmacy\13120205\,atropine ophthalmic,1/1/2010,1/1/2010,1/1/2010,Pharmacy,89,UN
 Pharmacy:13120219,\Pharmacy\13120219\,diclofenac ophthalmic,1/1/2010,1/1/2010,1/1/2010,Pharmacy,90,UN
 Pharmacy:13120224,\Pharmacy\13120224\,ketorolac ophthalmic,1/1/2010,1/1/2010,1/1/2010,Pharmacy,91,UN
 Pharmacy:13120232,\Pharmacy\13120232\,flurbiprofen ophthalmic,1/1/2010,1/1/2010,1/1/2010,Pharmacy,92,UN
 Pharmacy:13120237,\Pharmacy\13120237\,prednisoLONE ophthalmic,1/1/2010,1/1/2010,1/1/2010,Pharmacy,93,UN
 Pharmacy:13120261,\Pharmacy\13120261\,tobramycin ophthalmic,1/1/2010,1/1/2010,1/1/2010,Pharmacy,94,UN
 Pharmacy:13120271,\Pharmacy\13120271\,norfloxacin ophthalmic,1/1/2010,1/1/2010,1/1/2010,Pharmacy,95,UN
 Pharmacy:13120276,\Pharmacy\13120276\,neomycin topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,96,UN
 Pharmacy:13120282,\Pharmacy\13120282\,prednicarbate topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,97,UN
 Pharmacy:13120288,\Pharmacy\13120288\,saliva substitutes,1/1/2010,1/1/2010,1/1/2010,Pharmacy,98,UN
 Pharmacy:13120304,\Pharmacy\13120304\,fluorometholone ophthalmic,1/1/2010,1/1/2010,1/1/2010,Pharmacy,99,UN
 Pharmacy:13120321,\Pharmacy\13120321\,lodoxamide ophthalmic,1/1/2010,1/1/2010,1/1/2010,Pharmacy,100,UN
 Pharmacy:13120326,\Pharmacy\13120326\,levocabastine ophthalmic,1/1/2010,1/1/2010,1/1/2010,Pharmacy,101,UN
 Pharmacy:13120333,\Pharmacy\13120333\,tyloxapol ophthalmic,1/1/2010,1/1/2010,1/1/2010,Pharmacy,102,UN
 Pharmacy:13120338,\Pharmacy\13120338\,triple sulfa topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,103,UN
 Pharmacy:13120344,\Pharmacy\13120344\,"vitamins A, D, and E topical",1/1/2010,1/1/2010,1/1/2010,Pharmacy,104,UN
 Pharmacy:13120358,\Pharmacy\13120358\,vitamin E topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,105,UN
 Pharmacy:13120366,\Pharmacy\13120366\,ethinyl estradiol-norethindrone,1/1/2010,1/1/2010,1/1/2010,Pharmacy,106,UN
 Pharmacy:13120425,\Pharmacy\13120425\,mestranol-norethindrone,1/1/2010,1/1/2010,1/1/2010,Pharmacy,107,UN
 Pharmacy:13120434,\Pharmacy\13120434\,ethinyl estradiol-norgestrel,1/1/2010,1/1/2010,1/1/2010,Pharmacy,108,UN
 Pharmacy:13120448,\Pharmacy\13120448\,ethinyl estradiol-levonorgestrel,1/1/2010,1/1/2010,1/1/2010,Pharmacy,109,UN
 Pharmacy:13120480,\Pharmacy\13120480\,esterified estrogens-methyltestosterone,1/1/2010,1/1/2010,1/1/2010,Pharmacy,110,UN
 Pharmacy:13120492,\Pharmacy\13120492\,hydrochlorothiazide-spironolactone,1/1/2010,1/1/2010,1/1/2010,Pharmacy,111,UN
 Pharmacy:13120502,\Pharmacy\13120502\,hydrochlorothiazide-reserpine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,112,UN
 Pharmacy:13120508,\Pharmacy\13120508\,hydralazine/hydrochlorothiazide/reserpin,1/1/2010,1/1/2010,1/1/2010,Pharmacy,113,UN
 Pharmacy:13120513,\Pharmacy\13120513\,hydralazine-hydrochlorothiazide,1/1/2010,1/1/2010,1/1/2010,Pharmacy,114,UN
 Pharmacy:13120521,\Pharmacy\13120521\,atenolol-chlorthalidone,1/1/2010,1/1/2010,1/1/2010,Pharmacy,115,UN
 Pharmacy:13120529,\Pharmacy\13120529\,bendroflumethiazide-nadolol,1/1/2010,1/1/2010,1/1/2010,Pharmacy,116,UN
 Pharmacy:13120537,\Pharmacy\13120537\,hydrochlorothiazide-timolol,1/1/2010,1/1/2010,1/1/2010,Pharmacy,117,UN
 Pharmacy:13120542,\Pharmacy\13120542\,hydrochlorothiazide-propranolol,1/1/2010,1/1/2010,1/1/2010,Pharmacy,118,UN
 Pharmacy:13119427,\Pharmacy\13119427\,doxylamine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,119,UN
 Pharmacy:13119434,\Pharmacy\13119434\,paroxetine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,120,UN
 Pharmacy:13119465,\Pharmacy\13119465\,rimantadine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,121,UN
 Pharmacy:13119472,\Pharmacy\13119472\,choline,1/1/2010,1/1/2010,1/1/2010,Pharmacy,122,UN
 Pharmacy:13119476,\Pharmacy\13119476\,sumatriptan,1/1/2010,1/1/2010,1/1/2010,Pharmacy,123,UN
 Pharmacy:13119499,\Pharmacy\13119499\,ethanol,1/1/2010,1/1/2010,1/1/2010,Pharmacy,124,UN
 Pharmacy:13119525,\Pharmacy\13119525\,cisapride,1/1/2010,1/1/2010,1/1/2010,Pharmacy,125,UN
 Pharmacy:13119529,\Pharmacy\13119529\,dihydrocodeine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,126,UN
 Pharmacy:13119531,\Pharmacy\13119531\,trimetrexate,1/1/2010,1/1/2010,1/1/2010,Pharmacy,127,UN
 Pharmacy:13119536,\Pharmacy\13119536\,felbamate,1/1/2010,1/1/2010,1/1/2010,Pharmacy,128,UN
 Pharmacy:13119545,\Pharmacy\13119545\,granisetron,1/1/2010,1/1/2010,1/1/2010,Pharmacy,129,UN
 Pharmacy:13119554,\Pharmacy\13119554\,dornase alfa,1/1/2010,1/1/2010,1/1/2010,Pharmacy,130,UN
 Pharmacy:13119559,\Pharmacy\13119559\,tacrine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,131,UN
 Pharmacy:13119570,\Pharmacy\13119570\,risperidone,1/1/2010,1/1/2010,1/1/2010,Pharmacy,132,UN
 Pharmacy:13119604,\Pharmacy\13119604\,venlafaxine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,133,UN
 Pharmacy:13119625,\Pharmacy\13119625\,gabapentin,1/1/2010,1/1/2010,1/1/2010,Pharmacy,134,UN
 Pharmacy:13119644,\Pharmacy\13119644\,fluvastatin,1/1/2010,1/1/2010,1/1/2010,Pharmacy,135,UN
 Pharmacy:13119656,\Pharmacy\13119656\,aprotinin,1/1/2010,1/1/2010,1/1/2010,Pharmacy,136,UN
 Pharmacy:13119661,\Pharmacy\13119661\,torsemide,1/1/2010,1/1/2010,1/1/2010,Pharmacy,137,UN
 Pharmacy:13119675,\Pharmacy\13119675\,oxiconazole topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,138,UN
 Pharmacy:13119682,\Pharmacy\13119682\,terbinafine topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,139,UN
 Pharmacy:13119697,\Pharmacy\13119697\,zinc oxide topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,140,UN
 Pharmacy:13119734,\Pharmacy\13119734\,amiloride-hydrochlorothiazide,1/1/2010,1/1/2010,1/1/2010,Pharmacy,141,UN
 Pharmacy:13119739,\Pharmacy\13119739\,miconazole topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,142,UN
 Pharmacy:13119807,\Pharmacy\13119807\,gentamicin topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,143,UN
 Pharmacy:13119814,\Pharmacy\13119814\,betamethasone topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,144,UN
 Pharmacy:13119864,\Pharmacy\13119864\,erythromycin topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,145,UN
 Pharmacy:13119901,\Pharmacy\13119901\,acyclovir topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,146,UN
 Pharmacy:13119907,\Pharmacy\13119907\,ketoconazole topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,147,UN
 Pharmacy:13119913,\Pharmacy\13119913\,minoxidil topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,148,UN
 Pharmacy:13119923,\Pharmacy\13119923\,fluorouracil topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,149,UN
 Pharmacy:13119940,\Pharmacy\13119940\,hydrocortisone topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,150,UN
 Pharmacy:13120131,\Pharmacy\13120131\,triamcinolone topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,151,UN
 Pharmacy:13120160,\Pharmacy\13120160\,metronidazole topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,152,UN
 Pharmacy:13120180,\Pharmacy\13120180\,selenium sulfide topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,153,UN
 Pharmacy:13118442,\Pharmacy\13118442\,phenyl salicylate,1/1/2010,1/1/2010,1/1/2010,Pharmacy,154,UN
 Pharmacy:13118444,\Pharmacy\13118444\,phenyltoloxamine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,155,UN
 Pharmacy:13118446,\Pharmacy\13118446\,protease,1/1/2010,1/1/2010,1/1/2010,Pharmacy,156,UN
 Pharmacy:13118448,\Pharmacy\13118448\,salicylamide,1/1/2010,1/1/2010,1/1/2010,Pharmacy,157,UN
 Pharmacy:13118450,\Pharmacy\13118450\,sodium acid phosphate,1/1/2010,1/1/2010,1/1/2010,Pharmacy,158,UN
 Pharmacy:13118452,\Pharmacy\13118452\,sodium benzoate,1/1/2010,1/1/2010,1/1/2010,Pharmacy,159,UN
 Pharmacy:13118454,\Pharmacy\13118454\,sodium borate topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,160,UN
 Pharmacy:13118456,\Pharmacy\13118456\,sodium citrate,1/1/2010,1/1/2010,1/1/2010,Pharmacy,161,UN
 Pharmacy:13118464,\Pharmacy\13118464\,sodium propionate,1/1/2010,1/1/2010,1/1/2010,Pharmacy,162,UN
 Pharmacy:13118466,\Pharmacy\13118466\,Japanese encephalitis virus vaccine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,163,UN
 Pharmacy:13118471,\Pharmacy\13118471\,"diphtheria/pertussis, acellular/tetanus",1/1/2010,1/1/2010,1/1/2010,Pharmacy,164,UN
 Pharmacy:13118483,\Pharmacy\13118483\,nedocromil,1/1/2010,1/1/2010,1/1/2010,Pharmacy,165,UN
 Pharmacy:13118488,\Pharmacy\13118488\,"dextran, low molecular weight",1/1/2010,1/1/2010,1/1/2010,Pharmacy,166,UN
 Pharmacy:13118502,\Pharmacy\13118502\,"dextran, high molecular weight",1/1/2010,1/1/2010,1/1/2010,Pharmacy,167,UN
 Pharmacy:13118508,\Pharmacy\13118508\,bismuth subgallate,1/1/2010,1/1/2010,1/1/2010,Pharmacy,168,UN
 Pharmacy:13118510,\Pharmacy\13118510\,muromonab-CD3,1/1/2010,1/1/2010,1/1/2010,Pharmacy,169,UN
 Pharmacy:13118515,\Pharmacy\13118515\,dihydrotachysterol,1/1/2010,1/1/2010,1/1/2010,Pharmacy,170,UN
 Pharmacy:13118532,\Pharmacy\13118532\,calcitriol,1/1/2010,1/1/2010,1/1/2010,Pharmacy,171,UN
 Pharmacy:13118547,\Pharmacy\13118547\,calcifediol,1/1/2010,1/1/2010,1/1/2010,Pharmacy,172,UN
 Pharmacy:13118556,\Pharmacy\13118556\,ergocalciferol,1/1/2010,1/1/2010,1/1/2010,Pharmacy,173,UN
 Pharmacy:13118574,\Pharmacy\13118574\,cholecalciferol,1/1/2010,1/1/2010,1/1/2010,Pharmacy,174,UN
 Pharmacy:13118579,\Pharmacy\13118579\,thiamine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,175,UN
 Pharmacy:13118593,\Pharmacy\13118593\,pantothenate,1/1/2010,1/1/2010,1/1/2010,Pharmacy,176,UN
 Pharmacy:13118595,\Pharmacy\13118595\,hydroxocobalamin,1/1/2010,1/1/2010,1/1/2010,Pharmacy,177,UN
 Pharmacy:13118598,\Pharmacy\13118598\,phytonadione,1/1/2010,1/1/2010,1/1/2010,Pharmacy,178,UN
 Pharmacy:13118608,\Pharmacy\13118608\,vitamin A & D topical,1/1/2010,1/1/2010,1/1/2010,Pharmacy,179,UN
 Pharmacy:13118621,\Pharmacy\13118621\,calcium-vitamin D,1/1/2010,1/1/2010,1/1/2010,Pharmacy,180,UN
 Pharmacy:13118668,\Pharmacy\13118668\,multivitamin,1/1/2010,1/1/2010,1/1/2010,Pharmacy,181,UN
 Pharmacy:13118889,\Pharmacy\13118889\,multivitamin with iron,1/1/2010,1/1/2010,1/1/2010,Pharmacy,182,UN
 Pharmacy:13119018,\Pharmacy\13119018\,multivitamin with fluoride,1/1/2010,1/1/2010,1/1/2010,Pharmacy,183,UN
 Pharmacy:13119045,\Pharmacy\13119045\,multivitamin with minerals,1/1/2010,1/1/2010,1/1/2010,Pharmacy,184,UN
 Pharmacy:13119267,\Pharmacy\13119267\,"multivitamin, prenatal",1/1/2010,1/1/2010,1/1/2010,Pharmacy,185,UN
 Pharmacy:13119413,\Pharmacy\13119413\,ascorbic acid-ferrous sulfate,1/1/2010,1/1/2010,1/1/2010,Pharmacy,186,UN
 Pharmacy:13119420,\Pharmacy\13119420\,rauwolfia serpentina,1/1/2010,1/1/2010,1/1/2010,Pharmacy,187,UN
 Pharmacy:13118243,\Pharmacy\13118243\,isosulfan blue,1/1/2010,1/1/2010,1/1/2010,Pharmacy,188,UN
 Pharmacy:13118249,\Pharmacy\13118249\,phosphorated carbohydrate solution,1/1/2010,1/1/2010,1/1/2010,Pharmacy,189,UN
 Pharmacy:13118258,\Pharmacy\13118258\,desflurane,1/1/2010,1/1/2010,1/1/2010,Pharmacy,190,UN
 Pharmacy:13118263,\Pharmacy\13118263\,plasma protein fraction,1/1/2010,1/1/2010,1/1/2010,Pharmacy,191,UN
 Pharmacy:13118271,\Pharmacy\13118271\,albumin human,1/1/2010,1/1/2010,1/1/2010,Pharmacy,192,UN
 Pharmacy:13118296,\Pharmacy\13118296\,dextran 1,1/1/2010,1/1/2010,1/1/2010,Pharmacy,193,UN
 Pharmacy:13118301,\Pharmacy\13118301\,hetastarch,1/1/2010,1/1/2010,1/1/2010,Pharmacy,194,UN
 Pharmacy:13118310,\Pharmacy\13118310\,cladribine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,195,UN
 Pharmacy:13118318,\Pharmacy\13118318\,measles/mumps/rubella virus vaccine,1/1/2010,1/1/2010,1/1/2010,Pharmacy,196,UN
 Pharmacy:13118324,\Pharmacy\13118324\,interferon gamma-1b,1/1/2010,1/1/2010,1/1/2010,Pharmacy,197,UN
